alias,service,region_label,view_sessions,avg_session_duration_s,median_session_duration_s,n_visits,avg_visit_duration_s,avg_files_per_visit,new_asset_fraction_per_visit,download_stream_ratio,distinct_testing_assets,testing_assets_pct,distinct_nontesting_assets,testing_only,coverage_fraction,n_dandisets_touched,dandiset_coverage_fraction,mean_within_dandiset_saturation,max_within_dandiset_saturation,session_gap_cv,visit_gap_cv,active_timespan_days,distinct_active_days,presence_density,off_hours_fraction,weekend_fraction
ZestyYarrow9768,AWS,AWS/us-east-2,44188,369.12496605413236,14.0,5,54467.8,5653.2,0.4725395137158662,0.0,4,50.0,21322,False,0.03258295468087772,83,0.1296875,0.9104654916967292,1.0,45.91873242513154,,6.147581018518519,6,0.9759936439920097,0.5519598080926948,0.5398071874717117
ProudQuartz9033,AWS,AWS/us-east-1,39840,39.64836847389558,0.0,1,62767.0,39824.0,1.0,0.0,2,25.0,39822,False,0.06084514616952426,205,0.3203125,0.7609546586765809,1.0,1.1293195625165315,,0.7264699074074074,2,2.7530390173180175,0.5491465863453815,0.0
VividHeron7310,geographic,ITA,39423,851.3452553078153,2.0,42,9682.92857142857,938.6428571428571,0.5360737744842741,0.07745766014973861,1,12.5,38765,False,0.05922867960043635,48,0.075,0.6167341856801128,1.0,47.697340839795906,1.237086737646803,485.2112384259259,43,0.08862119546013882,0.24204144788575196,0.5631737818025011
GoldenWalrus7913,AWS,AWS/us-west-2,31071,855.1498825271153,15.0,35,13035.142857142857,886.8,0.5937026394500515,0.014851107514170072,4,50.0,28483,False,0.04352389712061163,336,0.525,0.357526712941378,1.0,64.7333581216319,2.3525246446677825,869.7584375,35,0.04024105831108997,0.5348073766534711,0.7341894370956841
QuickThistle8971,AWS,AWS/us-east-1,30953,21.52705715116467,0.0,1,48397.0,30953.0,1.0,0.0,1,12.5,30952,False,0.04729157817861803,147,0.2296875,0.7146973963943705,1.0,4.018003495651092,,0.559375,1,1.787709497206704,0.2615901528123284,0.0
LucidOpal3469,VPN,VPN,28877,113.44132008172595,2.0,238,14944.20168067227,121.32773109243698,0.9732936686037413,0.012512996515648559,3,37.5,20461,False,0.03126594694689495,325,0.5078125,0.6411444525151314,1.0,14.744071635526085,1.0085222804555827,406.50927083333335,239,0.5879324707897959,0.5434082487793054,0.07455760639955675
AmberBadger2123,AWS,AWS/us-east-1,26229,7.303404628464676,5.0,1,88084.0,26229.0,1.0,0.0,0,0.0,26229,False,0.040074009112104556,2,0.003125,0.17927400468384075,0.3442622950819672,6.204693358847991,,1.0190625,2,1.9625881631401412,0.5253726790956574,0.0
GoldenJuniper4088,geographic,CAN/QC,23809,6.53068167499685,6.0,12,57086.25,1408.4166666666667,0.6203397780422794,2.6219192448872574e-05,0,0.0,5786,False,0.008840147040399442,8,0.0125,0.5022847106971411,1.0,86.46985758274863,,48.80045138888889,19,0.38934066098261555,0.607543365954051,0.03087067915494141
MerryVireo5612,geographic,USA/CA,23202,51.858201879148346,1.0,120,7273.216666666666,193.35,0.4504164499606971,0.18357866620213106,1,12.5,12827,False,0.01959927518739095,89,0.1390625,0.7820451367048533,1.0,28.54068462866946,1.8022014236442723,1143.0128587962963,118,0.10323593395464113,0.6590380139643134,0.0003878975950349108
FierceUmber1693,geographic,HKG/KKC,22318,0.40330674791647997,0.0,1,82223.0,22318.0,1.0,0.0,0,0.0,22318,False,0.03409858307079757,177,0.2765625,0.15044885593617363,1.0,0.8680904622855175,,0.9516550925925926,2,2.101601741605147,0.4793888341249216,0.0
NobleHarbor1008,geographic,ITA/45,19350,15.772919896640827,4.0,1,119237.0,19350.0,1.0,0.0,2,25.0,19348,False,0.02956392071063415,118,0.184375,0.5561352758309628,1.0,3.884287635204822,,1.3796643518518519,2,1.4496279456053958,0.3269767441860465,0.0
BoldOpal5152,GH-actions,GH-actions,16816,253.26581826831588,2.0,3,7134.333333333333,5605.333333333333,0.9999405186771354,0.2222275767681246,5,62.5,16808,False,0.025687762217462117,139,0.2171875,0.695414607008709,1.0,85.95352686876751,,297.77966435185186,4,0.013432750717569691,0.9141294005708849,0.0
LucidCedar6252,geographic,CHN/BJ,16756,8.234005729291,3.5,1,37303.0,16545.0,1.0,0.2645744865581638,4,50.0,16541,False,0.025278298095991834,157,0.2453125,0.41287870453163805,1.0,0.5809137399556535,,0.4317476851851852,1,2.316167600461089,0.6809501074242063,0.0
BraveMeadow9298,geographic,USA/MD,16682,505.7729888502578,4.0,40,8253.8,411.3,0.5654318526193766,0.16290789446283918,7,87.5,14253,False,0.021787158105097827,408,0.6375,0.46105993567087167,1.0,34.251919908869525,1.4392948479884307,196.6246412037037,38,0.19326163682929184,0.6930224193741757,0.012108859848938976
GoldenZephyr0945,geographic,USA/IN,16628,13693.557072407986,9952.5,108,7194.425925925926,136.71296296296296,0.6919074092782421,0.038540284730722525,3,37.5,7930,False,0.012120443565760244,47,0.0734375,0.4344148017137194,1.0,30.25444474900742,2.5364587526191738,739.8566550925926,97,0.13110647762958963,0.747955256194371,0.001262929997594419
CleverMarten7361,geographic,MEX/CMX,16589,1809.2750015070228,1.0,7,29721.714285714286,1264.7142857142858,0.4698784957562197,0.11035611685259113,5,62.5,8628,False,0.013189939405421427,507,0.7921875,0.4739468193078285,1.0,56.260906074248986,,11.43962962962963,8,0.6993233399164697,0.492193622279824,0.00042196636325275786
CrimsonMaple9194,AWS,AWS/us-east-1,16385,1.6440646933170582,0.0,1,9391.0,16385.0,1.0,0.0,1,12.5,16384,False,0.02503384190406928,111,0.1734375,0.6788521496305823,1.0,0.23459202373557386,,0.10868055555555556,1,9.201277955271566,0.0,0.0
EagerNimbus3492,AWS,AWS/us-east-1,16027,13.780433019279965,0.0,1,8840.0,16027.0,1.0,0.0,1,12.5,16026,False,0.024486871174642558,112,0.175,0.7112928416266497,1.0,0.264401050453371,,0.10231481481481482,1,9.773755656108596,0.0,0.0
TidyComet0807,AWS,AWS/us-east-1,15526,3.3988148911503284,3.0,1,82326.0,15526.0,1.0,0.0,0,0.0,15526,False,0.023721417723685054,1,0.0015625,0.35714285714285715,0.35714285714285715,5.262314156180308,,0.9528009259259259,2,2.0990743665119895,0.44235475975782557,0.0
AmberFinch0836,AWS,AWS/us-east-2,14263,759.7000631003295,46.0,11,19234.272727272728,1296.6363636363637,0.6361992789946354,4.032062639544648e-07,4,50.0,13873,False,0.021201991095683208,44,0.06875,0.5383105494437002,1.0,34.841494154954944,,15.331956018518518,12,0.7826789996987954,0.9821215733015495,0.012620065904788614
VividCedar6448,GH-actions,GH-actions,12642,49.531007751937985,1.0,4,4925.75,3160.5,0.5,0.029102678661861985,4,50.0,12634,False,0.019308983459482915,178,0.278125,0.6534816316277882,1.0,50.135526022457164,,178.79686342592592,4,0.02237175710667412,0.3092074038917893,0.0
MerryPine7579,geographic,USA/WA,12307,2745.2741529211016,15.0,223,8524.399103139014,54.90582959641256,0.35999893571724595,0.014693060930365823,1,12.5,6924,False,0.010580369556648138,53,0.0828125,0.31248010854033637,1.0,15.380085926639675,1.8573753007613933,1442.8715972222221,225,0.15593903188139818,0.5669943934346307,0.13398878686926138
QuickFinch0688,GH-actions,GH-actions,11712,8.244791666666666,1.0,6,2494.6666666666665,1952.0,0.3333190956204795,0.06584558792886454,3,37.5,11704,False,0.01788655399273354,167,0.2609375,0.8086401803355941,1.0,31.71324788491011,,246.33311342592592,6,0.02435726125714009,0.02962773224043716,0.00025614754098360657
ScarletHarbor4183,GH-actions,GH-actions,11647,252.02163647291147,1.0,22,1716.2272727272727,529.4090909090909,0.31658355906221664,0.13333545128188837,6,75.0,11569,False,0.017684877634397432,261,0.4078125,0.2552223805233903,1.0,21.53461241031311,0.6332732388043459,391.86024305555554,23,0.05869439527892908,0.8817721301622735,0.8626255688160042
EagerThistle0310,GH-actions,GH-actions,11601,221.56098612188603,1.0,1,7172.0,11601.0,1.0,0.21470770076251974,3,37.5,11598,False,0.017724601765584845,85,0.1328125,0.9323397087936266,1.0,6.653434743740882,,0.08299768518518519,1,12.048528796541625,1.0,0.0
CleverMeadow0297,GH-actions,GH-actions,11549,188.8986059399082,1.0,2,3589.0,5774.5,0.5,0.22205010416110252,3,37.5,11545,False,0.0176436256520105,101,0.1578125,0.9364597665655912,1.0,75.85889550358259,,40.90436342592593,2,0.048894539176042126,1.0,0.9999134124166594
GoldenMarten0451,GH-actions,GH-actions,11476,226.9168699895434,1.0,2,3590.5,5738.0,0.9999564270152506,0.21422154654135858,3,37.5,11472,False,0.017532092514445832,83,0.1296875,0.9354456612453385,1.0,74.63370608821687,,10.540092592592593,2,0.1897516537383711,0.9999128616242593,0.0
AmberHeron3284,GH-actions,GH-actions,11394,230.21958925750394,1.0,4,1796.75,2848.5,0.4999780528487402,0.21107827898952977,3,37.5,11388,False,0.01740375301368649,87,0.1359375,0.9105262624035022,1.0,58.53235085464105,,98.31525462962964,4,0.040685446170776685,0.9999122345093909,0.0
SwiftRaven2524,AWS,AWS/us-east-1,11171,0.36299346522245096,0.0,1,37735.0,11171.0,1.0,0.0,0,0.0,11171,False,0.017067625749792977,2,0.003125,0.652877085461355,0.7602996254681648,0.8233919392202455,,0.4367476851851852,2,4.579303034318272,0.9667890072509175,0.0
CobaltMarten6892,GH-actions,GH-actions,11116,228.88611011155092,1.0,3,2393.6666666666665,3705.3333333333335,0.9999700077979726,0.20786487746748872,4,50.0,11111,False,0.01698206608262008,83,0.1296875,0.9156250680189026,1.0,70.4633128110573,,56.32763888888889,3,0.05325982162891219,1.0,0.9998200791651674
IvoryComet9915,GH-actions,GH-actions,10994,243.63716572676006,1.0,8,936.25,1374.25,0.6249886187744697,0.2072084560734708,6,75.0,10982,False,0.016788028980281554,86,0.134375,0.8775632384950756,1.0,35.5933989705426,,143.3681134259259,8,0.05580041341712545,0.9997271238857559,0.9991813716572676
GoldenPine2373,GH-actions,GH-actions,10865,247.51900598251265,1.0,2,3591.5,5432.5,0.5,0.20873167622689612,3,37.5,10861,False,0.01659857543154157,78,0.121875,0.933880861734717,1.0,75.4282300565403,,89.37391203703703,2,0.022377894784007993,0.9999079613437644,0.9999079613437644
ProudHeron4003,geographic,CAN/QC,10668,850.2005061867267,3.0,7,55926.28571428572,911.5714285714286,0.6058509964929925,1.6116035455278002e-05,0,0.0,2412,False,0.003685177093232536,1,0.0015625,0.5438556933483653,0.5438556933483653,40.612754441564334,,21.338854166666668,10,0.4686287240118524,0.561586051743532,0.4776902887139108
CleverFinch7787,GH-actions,GH-actions,10646,254.92072139770806,1.0,4,1802.25,2661.5,0.749976508175155,0.20650780081213935,4,50.0,10640,False,0.016262448167648057,80,0.125,0.9001550942826627,1.0,53.55132786226745,,292.01528935185183,4,0.013697912903390357,0.9998121360135263,0.0
ProudRaven9308,GH-actions,GH-actions,10511,263.4886309580439,1.0,1,7170.0,10511.0,1.0,0.20529705998776493,3,37.5,10508,False,0.01605924395811243,76,0.11875,0.9333300759707113,1.0,6.801127363535493,,0.08298611111111111,1,12.050209205020922,1.0,0.0
QuickMarten9170,GH-actions,GH-actions,10160,284.2538385826772,1.0,3,2394.0,3386.6666666666665,0.9999671851414321,0.20211175140418702,3,37.5,10156,False,0.015521440335882807,73,0.1140625,0.8965757034501277,1.0,66.02191482687739,,108.4177199074074,3,0.02767075347611172,0.9999015748031496,0.0
QuickRaven2246,GH-actions,GH-actions,10159,278.1502116350035,1.0,9,954.1111111111111,1128.7777777777778,0.5555446054115611,0.20438196694305638,6,75.0,10146,False,0.015510745377486196,73,0.1140625,0.8853182226681037,1.0,41.198249785126364,,330.32403935185187,8,0.024218643050312863,0.99970469534403,0.0
AmberOsprey1344,GH-actions,GH-actions,10117,285.8600375605417,1.0,6,1205.0,1686.1666666666667,0.8333168496357103,0.20087098530212302,5,62.5,10110,False,0.015454214883104105,73,0.1140625,0.8869108327996085,1.0,36.25554455678592,,155.1432175925926,6,0.03867394329641951,0.9996046258772363,0.0
SilentUmber6394,GH-actions,GH-actions,9994,299.6160696417851,1.0,7,1214.5714285714287,1427.7142857142858,0.8459849418000572,0.16858485478776675,6,75.0,9947,False,0.015206702988782517,153,0.2390625,0.38062296445027677,1.0,36.4100741486973,,209.84084490740742,7,0.03335861520710499,0.9496698018811287,0.0
IvoryVireo1400,GH-actions,GH-actions,9917,300.10113945749725,1.0,14,616.5714285714286,708.3571428571429,0.35713564140677995,0.20347058714473756,6,75.0,9898,False,0.015131838280006233,67,0.1046875,0.8920902444662858,1.0,28.092164877956293,,319.03405092592595,14,0.04388246320218199,0.9996974891600282,0.0005041847332862761
ScarletMarten2451,GH-actions,GH-actions,9867,304.9996959562177,1.0,17,606.5294117647059,580.4117647058823,0.43792035140093355,0.1269286515803254,5,62.5,9830,False,0.015026416547239631,143,0.2234375,0.402332598411752,1.0,25.04544550215019,,380.2520486111111,17,0.04470718846116232,0.9993919124353907,0.9986824769433466
TealVireo5563,GH-actions,GH-actions,9768,306.6954340704341,1.0,16,465.9375,610.5,0.3124935890860601,0.20050125313283207,6,75.0,9748,False,0.014902660600078837,66,0.103125,0.8902206608975333,1.0,23.039519725388768,,325.01774305555557,16,0.04922808167203692,0.9989762489762489,0.9981572481572482
IvoryVireo1182,GH-actions,GH-actions,9567,318.9271453956308,1.0,12,660.4166666666666,797.25,0.4166579406631763,0.19797561021158983,5,62.5,9551,False,0.014600146062574674,64,0.1,0.8895330766391069,1.0,24.93131113330509,,393.8687384259259,12,0.030467002910556748,0.9994773701264764,0.9986411623288387
SageUmber9596,GH-actions,GH-actions,9563,321.0055421938722,1.0,12,640.3333333333334,796.9166666666666,0.4999912739965096,0.19991841650317593,6,75.0,9550,False,0.014600146062574674,65,0.1015625,0.877656652157922,1.0,27.88534003961376,,358.71725694444444,12,0.033452530559070576,0.9993725818257869,0.00041827878280874205
ProudHarbor3750,GH-actions,GH-actions,9563,320.3491582139496,1.0,11,764.3636363636364,869.3636363636364,0.5908995716325559,0.19932512431920435,6,75.0,9550,False,0.014600146062574674,65,0.1015625,0.877656652157922,1.0,41.63811938205259,,363.4889236111111,11,0.030262270142153387,0.9989543030429782,0.00041827878280874205
MerryWalrus9575,GH-actions,GH-actions,9554,318.427150931547,1.0,11,747.2727272727273,868.5454545454545,0.45453592728797093,0.19943342776203965,5,62.5,9541,False,0.014584867550579514,65,0.1015625,0.8690957412400322,1.0,32.86739906919644,,402.8811226851852,11,0.027303339324229136,0.9995813271927988,0.00020933640360058616
CobaltSable0637,GH-actions,GH-actions,9551,158.02408124803685,1.0,3,2394.3333333333335,3183.6666666666665,0.9999650923307851,0.19995507545281901,3,37.5,9547,False,0.014590978955377578,62,0.096875,0.9160315961596615,1.0,69.41571158111756,,309.74127314814814,3,0.009685502902175748,0.9998952989215789,0.0
MerryMarten1446,GH-actions,GH-actions,9502,75.26625973479267,1.0,14,583.9285714285714,678.7142857142857,0.42855636560824245,0.20506202647573057,5,62.5,9485,False,0.01449930788340662,63,0.0984375,0.8884264446820087,1.0,27.96155608681226,,357.9850231481482,14,0.03910778131689117,0.9992633129867396,0.9986318669753736
WittyLynx2654,GH-actions,GH-actions,9492,316.6541297935103,1.0,8,962.875,1186.5,0.5625,0.19905177028370422,5,62.5,9482,False,0.014494724329808072,64,0.1,0.8873233213082452,1.0,40.38803416855234,,115.73268518518519,7,0.06048420970099519,0.9992625368731564,0.0
BoldJuniper8627,geographic,MEX/CMX,9441,10.215019595381845,2.0,2,31444.0,4720.0,0.8163383545770568,8.231943232519468e-05,0,0.0,6904,False,0.010548284681458303,28,0.04375,0.4235401811770512,1.0,47.352642229668035,,1.2973148148148148,3,2.3124687745342944,0.9997881580341066,0.0
WittyMeadow9261,GH-actions,GH-actions,9394,328.0826059186715,1.0,13,635.8461538461538,722.6153846153846,0.30768410518890366,0.20031573070481104,6,75.0,9376,False,0.014334299953858893,61,0.0953125,0.9021130907482496,1.0,28.081059060564087,,412.72358796296294,13,0.03149807856672974,0.9995741962955078,0.0004258037044922291
CleverKestrel7887,GH-actions,GH-actions,9384,328.057757885763,1.0,4,1903.0,2346.0,0.7499733418639369,0.19926662163466177,4,50.0,9378,False,0.014334299953858893,60,0.09375,0.9135917801975911,1.0,64.05678954127983,,325.0683564814815,4,0.012305104204222574,1.0,0.9993606138107417
QuickHeron3717,GH-actions,GH-actions,9341,1.6873996360132748,1.0,6,1271.3333333333333,1556.8333333333333,0.5833154793786823,0.20314896006565733,5,62.5,9332,False,0.014265546649880674,54,0.084375,0.8915744238063389,1.0,43.24979844186424,,320.57104166666664,6,0.018716600129586463,0.9995717803233058,0.0
IvoryOsprey4497,GH-actions,GH-actions,9057,1.2020536601523684,1.0,12,687.8333333333334,754.75,0.4166666666666667,0.20916488612083467,5,62.5,9043,False,0.013823997653220557,52,0.08125,0.858189555793522,1.0,29.153472819552256,,337.9956828703704,12,0.03550341204979915,0.9994479408192558,0.000662471016893011
BraveUmber6572,GH-actions,GH-actions,8973,1.119580965117575,1.0,11,659.3636363636364,815.7272727272727,0.5454545454545454,0.2051445191783312,6,75.0,8960,False,0.013698713854860248,52,0.08125,0.8610633143373836,1.0,29.62635169155156,,341.46825231481483,11,0.0322138293250718,0.9987741000780118,0.9989969909729187
TealComet4517,GH-actions,GH-actions,8936,87.35687108325872,2.0,7,2040.0,1276.5714285714287,0.428555431131019,0.05048115722626356,3,37.5,8928,False,0.013645239062877188,108,0.16875,0.5948594432800243,1.0,27.57402963400167,,306.3708564814815,7,0.02284812622320398,0.9996642793196061,0.0
EagerHeron5497,GH-actions,GH-actions,8729,1.7005384351013861,1.0,10,769.3,872.9,0.44998852947923834,0.19544951809132563,6,75.0,8716,False,0.01332591816217835,54,0.084375,0.8602567487360919,1.0,27.81377361703759,,369.0789699074074,10,0.027094472498687065,0.9995417573605224,0.0005728032993470042
CleverMaple8955,geographic,USA/MA,8626,4292.33793183399,89.0,5,38592.2,1493.0,0.5012453254846158,4.1093709066813234e-05,5,62.5,5484,False,0.008386375234143196,554,0.865625,0.43027795194893464,1.0,59.50737817380536,,43.45240740740741,8,0.18410947695009014,0.7180616740088106,0.020403431486204496
BraveVireo0714,geographic,CHN,8549,899.7952976956369,87.0,1,462382.0,8422.0,1.0,0.0,0,0.0,8422,False,0.012867562802323556,125,0.1953125,0.0860122819794203,0.5,4.853735742272965,,5.108854166666666,6,1.1744316444081966,0.5319920458533162,0.37021873903380514
VividSable1959,geographic,GBR/ENG,8404,204.8539980961447,0.0,1,8293.0,8404.0,1.0,0.06340368954628553,2,25.0,8402,False,0.012840061480732268,78,0.121875,0.5242401943471993,1.0,6.476144008076526,,0.0959837962962963,1,10.418425177860845,0.0,0.0
CalmNimbus5818,GH-actions,GH-actions,8328,346.7909462055716,1.0,1,7176.0,8328.0,1.0,0.19586359196500616,3,37.5,8325,False,0.012723944789569055,66,0.103125,0.9216818266023952,1.0,9.446493378117799,,0.08305555555555555,1,12.040133779264215,1.0,0.0
SwiftNimbus5509,GH-actions,GH-actions,8186,2.0967505497190326,1.0,23,1244.7391304347825,355.9130434782609,0.30399070178172566,0.11847347157115307,6,75.0,8105,False,0.012392401079274088,227,0.3546875,0.24143084701322604,1.0,22.594029995372573,0.9075295865353613,399.51341435185185,23,0.0575700318781884,0.9981676032250183,0.18006352308819937
CrimsonCedar4646,GH-actions,GH-actions,8174,8.660998287252264,1.0,2,7197.0,4087.0,0.5,0.0381073504019606,4,50.0,8169,False,0.012487127853644078,126,0.196875,0.7807055404614374,1.0,64.11614086015146,,90.84423611111112,2,0.022015706065862124,0.07315879618301933,0.0
ProudMarten9312,GH-actions,GH-actions,7829,6.483969855664836,1.0,4,3626.0,1957.25,0.75,0.03510822685315813,5,62.5,7823,False,0.011960019189811067,119,0.1859375,0.7580088951783743,1.0,44.10924121922604,,213.13565972222221,4,0.018767389770501866,0.6612594201047388,0.00012773023374632777
SwiftVireo6426,GH-actions,GH-actions,7794,61.15768539902489,1.0,4,2892.5,1948.5,0.749967911692979,0.019133138198475303,2,25.0,7790,False,0.01190501654662849,154,0.240625,0.553467537338516,1.0,32.22209420520039,,105.12578703703704,4,0.03804965568144335,0.9997433923530922,0.9996150885296382
GentleFinch6156,GH-actions,GH-actions,7694,391.30179360540683,1.0,17,473.52941176470586,452.5882352941176,0.32352174546346624,0.19803308001788109,5,62.5,7673,False,0.011730841509883669,61,0.0953125,0.8827488916436874,1.0,22.162448798860744,,405.3177199074074,17,0.041942405093672086,0.9990902001559657,0.0007798284377436964
CobaltComet1287,GH-actions,GH-actions,7523,345.5819486906819,1.0,8,1052.625,940.375,0.7439341157027779,0.12067244624422517,5,62.5,7497,False,0.011461939698768858,145,0.2265625,0.3723414144685732,1.0,34.663189156884535,,299.6140740740741,8,0.02670101538027932,0.9500199388541806,0.00039877708361026184
AmberVireo0407,AWS,AWS/us-east-1,7491,2.8006941663329328,0.0,1,32048.0,7491.0,1.0,0.0,0,0.0,7491,False,0.011445133335574181,1,0.0015625,0.7382477579580171,0.7382477579580171,8.409831294122304,,0.3620138888888889,2,5.524649913677345,0.016019223067681217,0.00026698705112802027
JollyLynx3567,GH-actions,GH-actions,7247,1.5803780874844764,1.0,16,329.25,452.9375,0.40624135067810685,0.194964561514863,6,75.0,7226,False,0.011049419874899543,61,0.0953125,0.8696341375453267,1.0,22.506627084983872,,400.55202546296294,16,0.03994487353173912,0.9980681661377122,0.0011039050641644817
BraveThistle4345,GH-actions,GH-actions,7246,1.6366271046094396,1.0,7,795.1428571428571,1035.142857142857,0.6428373729785299,0.19423828904317292,5,62.5,7237,False,0.011064698386894703,59,0.0921875,0.8964542931787796,1.0,30.771600765975176,,167.24483796296298,7,0.04185480452048498,1.0,0.0
CalmHarbor9792,GH-actions,GH-actions,7239,1.5752175714877745,1.0,11,448.0,658.0909090909091,0.45453287371360995,0.19344454199590283,5,62.5,7225,False,0.011046364172500512,60,0.09375,0.883641753123102,1.0,24.41189333693726,,371.93733796296294,11,0.029574874252327327,0.9988948749827324,0.9988948749827324
BoldOpal5686,GH-actions,GH-actions,7234,1.7246336743157313,1.0,30,425.5,241.13333333333333,0.14444444444444443,0.19515384615384615,6,75.0,7188,False,0.010991361529317937,52,0.08125,0.8443343388455214,1.0,19.235129026091396,0.9908713750898939,383.03302083333335,28,0.07310074713423587,0.9980646944982029,0.0012441249654409731
JadeUmber3446,GH-actions,GH-actions,7233,1.8660306926586478,1.0,6,1006.6666666666666,1205.5,0.7499769351416182,0.19602737887531874,4,50.0,7226,False,0.011046364172500512,59,0.0921875,0.8953878035604562,1.0,36.77982076044422,,298.3109953703704,6,0.020113237839425438,0.999723489561731,0.0
NobleZephyr2975,AWS,AWS/us-east-2,7220,5804.096675900277,2.0,2,16478.0,3610.0,0.5005537098560354,0.0,0,0.0,3612,False,0.005518598532651708,1,0.0015625,0.4443343653250774,0.4443343653250774,42.49087696723977,,0.7230555555555556,2,2.7660391855551287,0.4997229916897507,0.0
QuickJuniper3837,AWS,AWS/us-east-2,7206,397.80655009714127,2.0,2,10548.5,3603.0,0.5,0.0,0,0.0,3603,False,0.005504847871856064,1,0.0015625,0.44321981424148604,0.44321981424148604,61.177685563215405,,0.9344791666666666,2,2.1402296288039238,1.0,1.0
GentleMeadow3787,geographic,USA/VA,7160,2995.458100558659,21.0,14,106273.64285714286,383.35714285714283,0.6458664087552727,0.019558258114552564,6,75.0,4046,False,0.006190853060438738,177,0.2765625,0.2808015869279558,1.0,44.61106458258046,,1089.8738773148148,26,0.02385597135703234,0.6610335195530727,0.020810055865921787
LucidLynx4647,AWS,AWS/us-east-1,7102,10.679386088425796,1.0,1,4980.0,7102.0,1.0,0.0,1,12.5,7101,False,0.010850799218962467,104,0.1625,0.6635635008807613,1.0,0.562351088754614,,0.05762731481481481,1,17.35288210484033,0.0,0.0
VividQuartz6425,GCP,GCP/us-central1,7003,401.62873054405253,0.0,2,13661.5,3501.5,0.9998571632623912,0.5100062757129907,0,0.0,7001,False,0.010696486247811353,1,0.0015625,0.19458573056505182,0.19458573056505182,8.499168351864071,,0.8143981481481481,1,1.2279006310044909,0.9852920177066972,1.0
